# [1]Quality	[2]Number of sites	[3]Marginal Ts/Tv
150.6	5	4.000000	4.000000
64.8	59	1.454545	1.565217
63.8	67	0.333333	1.310345
59.4	74	1.333333	1.312500
51.9	79	4.000000	1.393939
45.8	84	1.500000	1.400000
36.8	461	1.582192	1.546961
22.8	466	0.666667	1.532609
11.0	471	1.500000	1.532258
